Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational Option Type","NSLP Provision Status","Charter School (Y/N)","Charter School Number","Charter Funding Type",IRC,Low Grade,High Grade,"Enrollment (K-12)","Free Meal Count (K-12)","Percent (%) Eligible Free (K-12)","FRPM Count (K-12)","Percent (%) Eligible FRPM (K-12)","Enrollment (Ages 5-17)","Free Meal Count (Ages 5-17)","Percent (%) Eligible Free (Ages 5-17)","FRPM Count (Ages 5-17)","Percent (%) Eligible FRPM (Ages 5-17)","2013-14 CALPADS Fall 1 Certification Status"
2014-2015,34,67330,6118574,Sacramento,Folsom-Cordova Unified,Empire Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,541.0,9.0,0.0166358595194085,12.0,0.022181146025878003,541.0,9.0,0.0166358595194085,12.0,0.022181146025878003,Y
2014-2015,34,67348,0000000,Sacramento,Galt Joint Union Elementary,District Office,Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,K,8,4.0,,,,,4.0,,,,,Y
2014-2015,34,67348,0000001,Sacramento,Galt Joint Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,1.0,,,,,1.0,,,,,Y
2014-2015,34,67348,0100040,Sacramento,Galt Joint Union Elementary,McCaffrey Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,855.0,424.0,0.495906432748538,532.0,0.6222222222222222,855.0,424.0,0.495906432748538,532.0,0.6222222222222222,Y
2014-2015,34,67348,0107946,Sacramento,Galt Joint Union Elementary,Lake Canyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,559.0,278.0,0.49731663685152055,319.0,0.5706618962432916,541.0,270.0,0.49907578558225507,311.0,0.5748613678373382,Y
2014-2015,34,67348,0119420,Sacramento,Galt Joint Union Elementary,Vernon E. Greer Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,507.0,254.0,0.5009861932938856,322.0,0.6351084812623274,491.0,246.0,0.5010183299389002,312.0,0.6354378818737271,Y
2014-2015,34,67348,6033310,Sacramento,Galt Joint Union Elementary,Valley Oaks Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,631.0,476.0,0.7543581616481775,555.0,0.8795562599049128,630.0,475.0,0.753968253968254,554.0,0.8793650793650793,Y
2014-2015,34,67348,6110654,Sacramento,Galt Joint Union Elementary,River Oaks Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,586.0,261.0,0.4453924914675768,314.0,0.5358361774744027,574.0,257.0,0.44773519163763065,309.0,0.5383275261324042,Y
2014-2015,34,67348,6114185,Sacramento,Galt Joint Union Elementary,Marengo Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,550.0,209.0,0.38,260.0,0.4727272727272727,550.0,209.0,0.38,260.0,0.4727272727272727,Y
2014-2015,34,67355,0000001,Sacramento,Galt Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,7.0,2.0,0.2857142857142857,2.0,0.2857142857142857,5.0,2.0,0.4,2.0,0.4,Y
2014-2015,34,67355,0119131,Sacramento,Galt Joint Union High,Liberty Ranch High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,1186.0,412.0,0.3473861720067454,528.0,0.4451939291736931,1159.0,399.0,0.3442622950819672,513.0,0.4426229508196721,Y
2014-2015,34,67355,3432903,Sacramento,Galt Joint Union High,Estrellita Continuation High,High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,134.0,88.0,0.6567164179104478,105.0,0.7835820895522388,89.0,59.0,0.6629213483146067,72.0,0.8089887640449438,Y
2014-2015,34,67355,3433471,Sacramento,Galt Joint Union High,Galt High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,936.0,544.0,0.5811965811965812,656.0,0.7008547008547008,903.0,525.0,0.5813953488372093,631.0,0.698781838316722,Y
2014-2015,34,67413,0000001,Sacramento,River Delta Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,7.0,,,,,7.0,,,,,Y
2014-2015,34,67413,0107383,Sacramento,River Delta Joint Unified,River Delta Community Day,Unified School District,District Community Day Schools,Community Day School,,N,,,N,7,12,5.0,1.0,0.2,1.0,0.2,5.0,1.0,0.2,1.0,0.2,Y
2014-2015,34,67413,0112078,Sacramento,River Delta Joint Unified,Clarksburg Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,9,204.0,90.0,0.4411764705882353,101.0,0.4950980392156863,204.0,90.0,0.4411764705882353,101.0,0.4950980392156863,Y
2014-2015,34,67413,0114660,Sacramento,River Delta Joint Unified,Delta Elementary Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,0853,Directly funded,Y,K,6,382.0,84.0,0.2198952879581152,105.0,0.27486910994764396,377.0,82.0,0.21750663129973474,102.0,0.27055702917771884,Y
2014-2015,34,67413,3430469,Sacramento,River Delta Joint Unified,River Delta High/Elementary (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,15.0,5.0,0.3333333333333333,5.0,0.3333333333333333,12.0,5.0,0.4166666666666667,5.0,0.4166666666666667,Y
2014-2015,34,67413,3430550,Sacramento,River Delta Joint Unified,Mokelumne High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,21.0,10.0,0.47619047619047616,10.0,0.47619047619047616,16.0,6.0,0.375,6.0,0.375,Y
2014-2015,34,67413,4835302,Sacramento,River Delta Joint Unified,Rio Vista High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,365.0,125.0,0.3424657534246575,149.0,0.40821917808219177,357.0,123.0,0.3445378151260504,147.0,0.4117647058823529,Y
2014-2015,34,67413,5731708,Sacramento,River Delta Joint Unified,Delta High,Unified School District,High Schools (Public),Traditional,,N,,,N,10,12,204.0,71.0,0.3480392156862745,76.0,0.37254901960784315,201.0,70.0,0.3482587064676617,75.0,0.373134328358209,Y
2014-2015,34,67413,6033641,Sacramento,River Delta Joint Unified,Bates Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,164.0,113.0,0.6890243902439024,135.0,0.823170731707317,164.0,113.0,0.6890243902439024,135.0,0.823170731707317,Y
2014-2015,34,67413,6033666,Sacramento,River Delta Joint Unified,Isleton Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,165.0,92.0,0.5575757575757576,113.0,0.6848484848484848,165.0,92.0,0.5575757575757576,113.0,0.6848484848484848,Y
2014-2015,34,67413,6033690,Sacramento,River Delta Joint Unified,Riverview Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,289.0,115.0,0.39792387543252594,131.0,0.4532871972318339,289.0,115.0,0.39792387543252594,131.0,0.4532871972318339,Y
2014-2015,34,67413,6033708,Sacramento,River Delta Joint Unified,Walnut Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,174.0,124.0,0.7126436781609196,128.0,0.735632183908046,165.0,120.0,0.7272727272727273,124.0,0.7515151515151515,Y
2014-2015,34,67413,6033716,Sacramento,River Delta Joint Unified,D. H. White Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,409.0,167.0,0.4083129584352078,190.0,0.46454767726161367,409.0,167.0,0.4083129584352078,190.0,0.46454767726161367,Y
2014-2015,34,67421,0000001,Sacramento,Robla Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,6.0,,,,,6.0,,,,,Y
2014-2015,34,67421,6033724,Sacramento,Robla Elementary,Bell Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,460.0,371.0,0.8065217391304348,413.0,0.8978260869565218,454.0,366.0,0.8061674008810573,408.0,0.8986784140969163,Y
2014-2015,34,67421,6033732,Sacramento,Robla Elementary,Main Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,316.0,257.0,0.8132911392405063,282.0,0.8924050632911392,312.0,253.0,0.8108974358974359,278.0,0.8910256410256411,Y
2014-2015,34,67421,6033740,Sacramento,Robla Elementary,Robla Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,469.0,313.0,0.6673773987206824,392.0,0.835820895522388,450.0,301.0,0.6688888888888889,376.0,0.8355555555555556,Y
2014-2015,34,67421,6033757,Sacramento,Robla Elementary,Taylor Street Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,481.0,404.0,0.83991683991684,438.0,0.9106029106029107,481.0,404.0,0.83991683991684,438.0,0.9106029106029107,Y
2014-2015,34,67421,6112296,Sacramento,Robla Elementary,Glenwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,499.0,435.0,0.8717434869739479,471.0,0.9438877755511023,483.0,421.0,0.8716356107660456,457.0,0.9461697722567288,Y
2014-2015,34,67439,0000000,Sacramento,Sacramento City Unified,District Office,Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,K,Adult,32.0,7.0,0.21875,7.0,0.21875,28.0,6.0,0.21428571428571427,6.0,0.21428571428571427,Y
2014-2015,34,67439,0000001,Sacramento,Sacramento City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,294.0,64.0,0.21768707482993196,66.0,0.22448979591836735,237.0,49.0,0.20675105485232068,51.0,0.21518987341772153,Y
2014-2015,34,67439,0101048,Sacramento,Sacramento City Unified,St. HOPE Public School 7,Unified School District,Elementary Schools (Public),Traditional,,Y,0491,Directly funded,Y,K,8,621.0,419.0,0.6747181964573269,503.0,0.8099838969404187,618.0,417.0,0.6747572815533981,500.0,0.8090614886731392,Y
2014-2015,34,67439,0101295,Sacramento,Sacramento City Unified,Sol Aureus College Preparatory,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2                             ,Y,0552,Directly funded,Y,K,8,299.0,168.0,0.5618729096989966,210.0,0.7023411371237458,296.0,166.0,0.5608108108108109,207.0,0.6993243243243243,Y
2014-2015,34,67439,0101881,Sacramento,Sacramento City Unified,New Technology High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,Y,0585,Locally funded,N,9,12,276.0,153.0,0.5543478260869565,180.0,0.6521739130434783,271.0,151.0,0.5571955719557196,178.0,0.6568265682656826,Y
2014-2015,34,67439,0101899,Sacramento,Sacramento City Unified,George Washington Carver School of Arts and Science,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,Y,0588,Locally funded,N,9,12,306.0,104.0,0.33986928104575165,143.0,0.4673202614379085,293.0,99.0,0.3378839590443686,137.0,0.46757679180887374,Y
2014-2015,34,67439,0101907,Sacramento,Sacramento City Unified,The MET,Unified School District,High Schools (Public),Traditional,,Y,0586,Locally funded,N,9,12,312.0,122.0,0.391025641025641,163.0,0.5224358974358975,300.0,115.0,0.38333333333333336,156.0,0.52,Y
2014-2015,34,67439,0101972,Sacramento,Sacramento City Unified,Rosemont High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,9,12,1376.0,710.0,0.5159883720930233,889.0,0.6460755813953488,1317.0,679.0,0.5155656795747912,848.0,0.6438876233864844,Y
2014-2015,34,67439,0102038,Sacramento,Sacramento City Unified,Sacramento Charter High,Unified School District,High Schools (Public),Traditional,,Y,0596,Directly funded,Y,9,12,986.0,577.0,0.5851926977687627,677.0,0.6866125760649088,963.0,565.0,0.5867082035306335,663.0,0.6884735202492211,Y
2014-2015,34,67439,0102343,Sacramento,Sacramento City Unified,Aspire Capitol Heights Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,0598,Directly funded,Y,K,8,301.0,225.0,0.7475083056478405,264.0,0.8770764119601329,293.0,222.0,0.757679180887372,261.0,0.8907849829351536,Y
2014-2015,34,67439,0106898,Sacramento,Sacramento City Unified,The Language Academy of Sacramento,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,0640,Directly funded,Y,K,8,515.0,296.0,0.574757281553398,346.0,0.6718446601941748,504.0,296.0,0.5873015873015873,346.0,0.6865079365079365,Y
2014-2015,34,67439,0108951,Sacramento,Sacramento City Unified,Arthur A. Benjamin Health Professions High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,227.0,164.0,0.7224669603524229,175.0,0.7709251101321586,214.0,154.0,0.719626168224299,165.0,0.7710280373831776,Y
2014-2015,34,67439,0111757,Sacramento,Sacramento City Unified,California Montessori Project - Capitol Campus,Unified School District,Elementary Schools (Public),Traditional,,Y,0775,Directly funded,Y,K,8,328.0,55.0,0.1676829268292683,78.0,0.23780487804878048,328.0,55.0,0.1676829268292683,78.0,0.23780487804878048,Y
2014-2015,34,67439,0113209,Sacramento,Sacramento City Unified,John Morse Therapeutic Center,Unified School District,Special Education Schools (Public),Special Education School,Provision 2                                       ,N,,,N,3,8,54.0,42.0,0.7777777777777778,45.0,0.8333333333333334,54.0,42.0,0.7777777777777778,45.0,0.8333333333333334,Y
2014-2015,34,67439,0114546,Sacramento,Sacramento City Unified,School of Engineering & Sciences,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Breakfast Provision 2                             ,N,,,N,7,12,502.0,266.0,0.5298804780876494,321.0,0.6394422310756972,496.0,265.0,0.5342741935483871,320.0,0.6451612903225806,Y
2014-2015,34,67439,0121665,Sacramento,Sacramento City Unified,Yav Pem Suab Academy - Preparing for the Future Charter,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,1186,Directly funded,N,K,6,421.0,276.0,0.6555819477434679,314.0,0.7458432304038005,421.0,276.0,0.6555819477434679,314.0,0.7458432304038005,Y
2014-2015,34,67439,0123901,Sacramento,Sacramento City Unified,Capitol Collegiate Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1273,Directly funded,Y,K,8,217.0,146.0,0.6728110599078341,157.0,0.7235023041474654,204.0,138.0,0.6764705882352942,149.0,0.7303921568627451,Y
2014-2015,34,67439,0125591,Sacramento,Sacramento City Unified,Oak Park Preparatory Academy,Unified School District,Junior High Schools (Public),Traditional,,Y,1386,Directly funded,Y,7,8,134.0,84.0,0.6268656716417911,109.0,0.8134328358208955,134.0,84.0,0.6268656716417911,109.0,0.8134328358208955,Y
2014-2015,34,67439,0131136,Sacramento,Sacramento City Unified,New Joseph Bonnheim (NJB) Community Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1690,Locally funded,N,K,6,260.0,220.0,0.8461538461538461,234.0,0.9,259.0,219.0,0.8455598455598455,233.0,0.8996138996138996,Y
2014-2015,34,67439,3430154,Sacramento,Sacramento City Unified,American Legion High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2                                       ,N,,,N,9,12,291.0,235.0,0.8075601374570447,246.0,0.845360824742268,201.0,162.0,0.8059701492537313,171.0,0.8507462686567164,Y
2014-2015,34,67439,3430519,Sacramento,Sacramento City Unified,Capital City Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,475.0,261.0,0.5494736842105263,290.0,0.6105263157894737,339.0,197.0,0.5811209439528023,223.0,0.6578171091445427,Y
2014-2015,34,67439,3430865,Sacramento,Sacramento City Unified,West Campus,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,9,12,850.0,369.0,0.43411764705882355,475.0,0.5588235294117647,834.0,359.0,0.4304556354916067,463.0,0.5551558752997602,Y
2014-2015,34,67439,3431012,Sacramento,Sacramento City Unified,Luther Burbank High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,1772.0,1223.0,0.6901805869074492,1276.0,0.7200902934537246,1643.0,1137.0,0.6920267802799757,1184.0,0.7206329884357882,Y
2014-2015,34,67439,3434636,Sacramento,Sacramento City Unified,Hiram W. Johnson High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,1449.0,1197.0,0.8260869565217391,1293.0,0.8923395445134575,1355.0,1123.0,0.8287822878228782,1214.0,0.8959409594095941,Y
2014-2015,34,67439,3434768,Sacramento,Sacramento City Unified,John F. Kennedy High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,9,12,2139.0,928.0,0.43384759233286585,1132.0,0.5292192613370734,2072.0,895.0,0.43194980694980695,1092.0,0.527027027027027,Y
2014-2015,34,67439,3435419,Sacramento,Sacramento City Unified,C. K. McClatchy High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,9,12,2239.0,802.0,0.35819562304600266,912.0,0.40732469852612774,2148.0,767.0,0.3570763500931099,870.0,0.40502793296089384,Y
2014-2015,34,67439,6033765,Sacramento,Sacramento City Unified,A. M. Winn Waldorf-Inspired,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,387.0,239.0,0.6175710594315246,306.0,0.7906976744186046,381.0,237.0,0.6220472440944882,303.0,0.7952755905511811,Y
2014-2015,34,67439,6033799,Sacramento,Sacramento City Unified,Bowling Green Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,0018,Locally funded,N,K,6,866.0,449.0,0.5184757505773672,465.0,0.5369515011547344,866.0,449.0,0.5184757505773672,465.0,0.5369515011547344,Y
2014-2015,34,67439,6033807,Sacramento,Sacramento City Unified,Bret Harte Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,326.0,217.0,0.6656441717791411,238.0,0.7300613496932515,326.0,217.0,0.6656441717791411,238.0,0.7300613496932515,Y
2014-2015,34,67439,6033815,Sacramento,Sacramento City Unified,Caleb Greenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,445.0,87.0,0.19550561797752808,103.0,0.23146067415730337,445.0,87.0,0.19550561797752808,103.0,0.23146067415730337,Y
2014-2015,34,67439,6033823,Sacramento,Sacramento City Unified,Camellia Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,458.0,271.0,0.5917030567685589,346.0,0.7554585152838428,458.0,271.0,0.5917030567685589,346.0,0.7554585152838428,Y
2014-2015,34,67439,6033831,Sacramento,Sacramento City Unified,Caroline Wenzel Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,323.0,199.0,0.6160990712074303,237.0,0.7337461300309598,323.0,199.0,0.6160990712074303,237.0,0.7337461300309598,Y
2014-2015,34,67439,6033880,Sacramento,Sacramento City Unified,David Lubin Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,544.0,239.0,0.43933823529411764,290.0,0.5330882352941176,544.0,239.0,0.43933823529411764,290.0,0.5330882352941176,Y
2014-2015,34,67439,6033906,Sacramento,Sacramento City Unified,Earl Warren Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,524.0,404.0,0.7709923664122137,426.0,0.8129770992366412,524.0,404.0,0.7709923664122137,426.0,0.8129770992366412,Y
2014-2015,34,67439,6033914,Sacramento,Sacramento City Unified,Edward Kemble Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,3,565.0,339.0,0.6,350.0,0.6194690265486725,565.0,339.0,0.6,350.0,0.6194690265486725,Y
2014-2015,34,67439,6033930,Sacramento,Sacramento City Unified,Elder Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,778.0,612.0,0.7866323907455013,662.0,0.8508997429305912,778.0,612.0,0.7866323907455013,662.0,0.8508997429305912,Y
2014-2015,34,67439,6033948,Sacramento,Sacramento City Unified,Ethel I. Baker Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,739.0,672.0,0.9093369418132612,707.0,0.9566982408660352,739.0,672.0,0.9093369418132612,707.0,0.9566982408660352,Y
2014-2015,34,67439,6033955,Sacramento,Sacramento City Unified,Ethel Phillips Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,529.0,391.0,0.7391304347826086,410.0,0.775047258979206,529.0,391.0,0.7391304347826086,410.0,0.775047258979206,Y
2014-2015,34,67439,6033997,Sacramento,Sacramento City Unified,H. W. Harkness Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,389.0,258.0,0.6632390745501285,276.0,0.7095115681233933,376.0,255.0,0.6781914893617021,273.0,0.726063829787234,Y
2014-2015,34,67439,6034003,Sacramento,Sacramento City Unified,Hollywood Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,346.0,244.0,0.7052023121387283,290.0,0.838150289017341,346.0,244.0,0.7052023121387283,290.0,0.838150289017341,Y
2014-2015,34,67439,6034011,Sacramento,Sacramento City Unified,Hubert H. Bancroft Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,528.0,225.0,0.42613636363636365,265.0,0.5018939393939394,515.0,225.0,0.4368932038834951,265.0,0.5145631067961165,Y
2014-2015,34,67439,6034029,Sacramento,Sacramento City Unified,Isador Cohen Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,268.0,198.0,0.7388059701492538,225.0,0.8395522388059702,268.0,198.0,0.7388059701492538,225.0,0.8395522388059702,Y
2014-2015,34,67439,6034037,Sacramento,Sacramento City Unified,Leataata Floyd Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,331.0,274.0,0.8277945619335347,274.0,0.8277945619335347,331.0,274.0,0.8277945619335347,274.0,0.8277945619335347,Y
2014-2015,34,67439,6034045,Sacramento,Sacramento City Unified,John Bidwell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,366.0,270.0,0.7377049180327869,309.0,0.8442622950819673,365.0,269.0,0.736986301369863,308.0,0.8438356164383561,Y
2014-2015,34,67439,6034052,Sacramento,Sacramento City Unified,John Cabrillo Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,357.0,276.0,0.773109243697479,313.0,0.876750700280112,357.0,276.0,0.773109243697479,313.0,0.876750700280112,Y
2014-2015,34,67439,6034060,Sacramento,Sacramento City Unified,John D. Sloat Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,259.0,207.0,0.7992277992277992,215.0,0.8301158301158301,259.0,207.0,0.7992277992277992,215.0,0.8301158301158301,Y
2014-2015,34,67439,6034078,Sacramento,Sacramento City Unified,Alice Birney Waldorf-Inspired,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,8,572.0,107.0,0.18706293706293706,157.0,0.2744755244755245,552.0,105.0,0.19021739130434784,153.0,0.27717391304347827,Y
2014-2015,34,67439,6034136,Sacramento,Sacramento City Unified,Mark Twain Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,368.0,291.0,0.7907608695652174,340.0,0.9239130434782609,368.0,291.0,0.7907608695652174,340.0,0.9239130434782609,Y
2014-2015,34,67439,6034169,Sacramento,Sacramento City Unified,Nicholas Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,636.0,454.0,0.7138364779874213,467.0,0.7342767295597484,636.0,454.0,0.7138364779874213,467.0,0.7342767295597484,Y
2014-2015,34,67439,6034177,Sacramento,Sacramento City Unified,O. W. Erlewine Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,355.0,177.0,0.49859154929577465,213.0,0.6,354.0,176.0,0.4971751412429379,212.0,0.5988700564971752,Y
2014-2015,34,67439,6034185,Sacramento,Sacramento City Unified,Oak Ridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,535.0,493.0,0.9214953271028037,514.0,0.9607476635514018,535.0,493.0,0.9214953271028037,514.0,0.9607476635514018,Y
2014-2015,34,67439,6034193,Sacramento,Sacramento City Unified,Pacific Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,742.0,506.0,0.6819407008086253,513.0,0.6913746630727763,729.0,502.0,0.6886145404663924,509.0,0.6982167352537723,Y
2014-2015,34,67439,6034201,Sacramento,Sacramento City Unified,Parkway Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,609.0,531.0,0.8719211822660099,568.0,0.9326765188834154,609.0,531.0,0.8719211822660099,568.0,0.9326765188834154,Y
2014-2015,34,67439,6034219,Sacramento,Sacramento City Unified,Peter Burnett Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,622.0,449.0,0.7218649517684887,488.0,0.7845659163987139,622.0,449.0,0.7218649517684887,488.0,0.7845659163987139,Y
2014-2015,34,67439,6034227,Sacramento,Sacramento City Unified,Phoebe A. Hearst Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,649.0,80.0,0.12326656394453005,114.0,0.17565485362095531,649.0,80.0,0.12326656394453005,114.0,0.17565485362095531,Y
2014-2015,34,67439,6034235,Sacramento,Sacramento City Unified,Pony Express Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,461.0,174.0,0.3774403470715835,242.0,0.5249457700650759,461.0,174.0,0.3774403470715835,242.0,0.5249457700650759,Y
2014-2015,34,67439,6034243,Sacramento,Sacramento City Unified,Crocker/Riverside Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,651.0,64.0,0.09831029185867896,74.0,0.11367127496159754,651.0,64.0,0.09831029185867896,74.0,0.11367127496159754,Y
2014-2015,34,67439,6034250,Sacramento,Sacramento City Unified,Sequoia Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,465.0,207.0,0.44516129032258067,265.0,0.5698924731182796,465.0,207.0,0.44516129032258067,265.0,0.5698924731182796,Y
2014-2015,34,67439,6034276,Sacramento,Sacramento City Unified,Sutterville Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,621.0,224.0,0.3607085346215781,267.0,0.42995169082125606,621.0,224.0,0.3607085346215781,267.0,0.42995169082125606,Y
2014-2015,34,67439,6034284,Sacramento,Sacramento City Unified,Tahoe Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,338.0,264.0,0.7810650887573964,296.0,0.8757396449704142,338.0,264.0,0.7810650887573964,296.0,0.8757396449704142,Y
2014-2015,34,67439,6034292,Sacramento,Sacramento City Unified,Theodore Judah Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,602.0,168.0,0.27906976744186046,199.0,0.33056478405315615,589.0,167.0,0.2835314091680815,198.0,0.3361629881154499,Y
2014-2015,34,67439,6034326,Sacramento,Sacramento City Unified,William Land Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,439.0,275.0,0.6264236902050114,308.0,0.7015945330296127,439.0,275.0,0.6264236902050114,308.0,0.7015945330296127,Y
2014-2015,34,67439,6034334,Sacramento,Sacramento City Unified,Woodbine Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,334.0,273.0,0.8173652694610778,285.0,0.8532934131736527,334.0,273.0,0.8173652694610778,285.0,0.8532934131736527,Y
