Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational Option Type","NSLP Provision Status","Charter School (Y/N)","Charter School Number","Charter Funding Type",IRC,Low Grade,High Grade,"Enrollment (K-12)","Free Meal Count (K-12)","Percent (%) Eligible Free (K-12)","FRPM Count (K-12)","Percent (%) Eligible FRPM (K-12)","Enrollment (Ages 5-17)","Free Meal Count (Ages 5-17)","Percent (%) Eligible Free (Ages 5-17)","FRPM Count (Ages 5-17)","Percent (%) Eligible FRPM (Ages 5-17)","2013-14 CALPADS Fall 1 Certification Status"
2014-2015,34,67439,6059273,Sacramento,Sacramento City Unified,Albert Einstein Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,7,8,712.0,392.0,0.550561797752809,497.0,0.6980337078651685,712.0,392.0,0.550561797752809,497.0,0.6980337078651685,Y
2014-2015,34,67439,6059281,Sacramento,Sacramento City Unified,California Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,7,8,762.0,402.0,0.5275590551181102,451.0,0.5918635170603674,762.0,402.0,0.5275590551181102,451.0,0.5918635170603674,Y
2014-2015,34,67439,6059299,Sacramento,Sacramento City Unified,Rosa Parks Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,828.0,642.0,0.7753623188405797,664.0,0.8019323671497585,828.0,642.0,0.7753623188405797,664.0,0.8019323671497585,Y
2014-2015,34,67439,6059307,Sacramento,Sacramento City Unified,Fern Bacon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,7,8,693.0,555.0,0.8008658008658008,574.0,0.8282828282828283,693.0,555.0,0.8008658008658008,574.0,0.8282828282828283,Y
2014-2015,34,67439,6059315,Sacramento,Sacramento City Unified,Leonardo Da Vinci,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,8,830.0,213.0,0.25662650602409637,251.0,0.3024096385542169,816.0,210.0,0.25735294117647056,248.0,0.30392156862745096,Y
2014-2015,34,67439,6059323,Sacramento,Sacramento City Unified,John H. Still,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,949.0,682.0,0.7186512118018967,711.0,0.7492096944151738,948.0,681.0,0.7183544303797469,710.0,0.7489451476793249,Y
2014-2015,34,67439,6059356,Sacramento,Sacramento City Unified,Sam Brannan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,7,8,618.0,332.0,0.5372168284789643,410.0,0.6634304207119741,618.0,332.0,0.5372168284789643,410.0,0.6634304207119741,Y
2014-2015,34,67439,6059364,Sacramento,Sacramento City Unified,Will C. Wood Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,7,8,668.0,559.0,0.8368263473053892,579.0,0.8667664670658682,668.0,559.0,0.8368263473053892,579.0,0.8667664670658682,Y
2014-2015,34,67439,6061832,Sacramento,Sacramento City Unified,Kit Carson Middle,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,7,9,344.0,243.0,0.7063953488372093,265.0,0.7703488372093024,344.0,243.0,0.7063953488372093,265.0,0.7703488372093024,Y
2014-2015,34,67439,6066690,Sacramento,Sacramento City Unified,Sutter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,7,8,1162.0,423.0,0.3640275387263339,550.0,0.47332185886402756,1162.0,423.0,0.3640275387263339,550.0,0.47332185886402756,Y
2014-2015,34,67439,6071336,Sacramento,Sacramento City Unified,Susan B. Anthony Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,262.0,195.0,0.7442748091603053,201.0,0.767175572519084,261.0,195.0,0.7471264367816092,201.0,0.7701149425287356,Y
2014-2015,34,67439,6096150,Sacramento,Sacramento City Unified,James Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,397.0,213.0,0.5365239294710328,269.0,0.6775818639798489,397.0,213.0,0.5365239294710328,269.0,0.6775818639798489,Y
2014-2015,34,67439,6096168,Sacramento,Sacramento City Unified,Genevieve Didion,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,8,639.0,75.0,0.11737089201877934,106.0,0.16588419405320814,639.0,75.0,0.11737089201877934,106.0,0.16588419405320814,Y
2014-2015,34,67439,6097083,Sacramento,Sacramento City Unified,Golden Empire Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,612.0,332.0,0.5424836601307189,441.0,0.7205882352941176,612.0,332.0,0.5424836601307189,441.0,0.7205882352941176,Y
2014-2015,34,67439,6099808,Sacramento,Sacramento City Unified,Abraham Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,454.0,351.0,0.7731277533039648,398.0,0.8766519823788547,454.0,351.0,0.7731277533039648,398.0,0.8766519823788547,Y
2014-2015,34,67439,6107239,Sacramento,Sacramento City Unified,"Martin Luther King, Jr.",Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,8,475.0,243.0,0.511578947368421,304.0,0.64,475.0,243.0,0.511578947368421,304.0,0.64,Y
2014-2015,34,67439,6110662,Sacramento,Sacramento City Unified,Father Keith B. Kenny,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,436.0,355.0,0.8142201834862385,369.0,0.8463302752293578,436.0,355.0,0.8142201834862385,369.0,0.8463302752293578,Y
2014-2015,34,67439,6111389,Sacramento,Sacramento City Unified,Matsuyama Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,663.0,201.0,0.3031674208144796,253.0,0.3815987933634992,663.0,201.0,0.3031674208144796,253.0,0.3815987933634992,Y
2014-2015,34,67439,6117097,Sacramento,Sacramento City Unified,Success Academy,Unified School District,District Community Day Schools,Community Day School,Breakfast Provision 2                             ,N,,,N,4,8,9.0,5.0,0.5555555555555556,6.0,0.6666666666666666,9.0,5.0,0.5555555555555556,6.0,0.6666666666666666,Y
2014-2015,34,67439,6119440,Sacramento,Sacramento City Unified,Cesar Chavez Intermediate,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,4,6,352.0,269.0,0.7642045454545454,283.0,0.8039772727272727,352.0,269.0,0.7642045454545454,283.0,0.8039772727272727,Y
2014-2015,34,67447,0000000,Sacramento,San Juan Unified,District Office,Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,P,Adult,50.0,8.0,0.16,11.0,0.22,46.0,8.0,0.17391304347826086,11.0,0.2391304347826087,Y
2014-2015,34,67447,0000001,Sacramento,San Juan Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,63.0,32.0,0.5079365079365079,32.0,0.5079365079365079,52.0,32.0,0.6153846153846154,32.0,0.6153846153846154,Y
2014-2015,34,67447,0112169,Sacramento,San Juan Unified,California Montessori Project-San Juan Campus,Unified School District,Elementary Schools (Public),Traditional,,Y,0776,Directly funded,Y,K,8,1213.0,210.0,0.1731244847485573,306.0,0.2522671063478978,1181.0,205.0,0.1735817104149026,299.0,0.2531752751905165,Y
2014-2015,34,67447,0114983,Sacramento,San Juan Unified,Golden Valley Charter School of Sacramento,Unified School District,Elementary Schools (Public),Traditional,,Y,0946,Directly funded,Y,K,8,466.0,118.0,0.2532188841201717,170.0,0.3648068669527897,460.0,118.0,0.2565217391304348,169.0,0.3673913043478261,Y
2014-2015,34,67447,0120469,Sacramento,San Juan Unified,Aspire Alexander Twilight College Preparatory Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1554,Directly funded,Y,K,5,426.0,266.0,0.6244131455399061,328.0,0.7699530516431925,416.0,260.0,0.625,321.0,0.7716346153846154,Y
2014-2015,34,67447,0121467,Sacramento,San Juan Unified,Aspire Alexander Twilight Secondary Academy,Unified School District,K-12 Schools (Public),Traditional,,Y,1555,Directly funded,Y,6,12,365.0,241.0,0.6602739726027397,276.0,0.7561643835616438,363.0,241.0,0.6639118457300276,276.0,0.7603305785123967,Y
2014-2015,34,67447,0128124,Sacramento,San Juan Unified,Gateway International,Unified School District,Elementary Schools (Public),Traditional,,Y,1563,Directly funded,Y,K,8,446.0,286.0,0.6412556053811659,372.0,0.8340807174887892,436.0,280.0,0.6422018348623854,363.0,0.8325688073394495,Y
2014-2015,34,67447,3430048,Sacramento,San Juan Unified,Mesa Verde High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,961.0,500.0,0.5202913631633714,613.0,0.6378772112382934,941.0,491.0,0.5217853347502657,603.0,0.640807651434644,Y
2014-2015,34,67447,3430097,Sacramento,San Juan Unified,La Entrada Continuation High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,69.0,36.0,0.5217391304347826,39.0,0.5652173913043478,47.0,20.0,0.425531914893617,23.0,0.48936170212765956,Y
2014-2015,34,67447,3430386,Sacramento,San Juan Unified,El Sereno Alternative Education,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,207.0,63.0,0.30434782608695654,68.0,0.3285024154589372,146.0,49.0,0.3356164383561644,52.0,0.3561643835616438,Y
2014-2015,34,67447,3430394,Sacramento,San Juan Unified,La Vista Center,Unified School District,Special Education Schools (Public),Special Education School,,N,,,N,6,12,84.0,67.0,0.7976190476190477,73.0,0.8690476190476191,73.0,59.0,0.8082191780821918,65.0,0.8904109589041096,Y
2014-2015,34,67447,3430493,Sacramento,San Juan Unified,Bella Vista High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,2001.0,389.0,0.19440279860069964,488.0,0.24387806096951525,1966.0,381.0,0.193794506612411,480.0,0.2441505595116989,Y
2014-2015,34,67447,3430691,Sacramento,San Juan Unified,Options for Youth-San Juan,Unified School District,K-12 Schools (Public),Traditional,,Y,0217,Directly funded,Y,7,12,776.0,454.0,0.5850515463917526,547.0,0.7048969072164949,558.0,312.0,0.5591397849462365,389.0,0.6971326164874552,Y
2014-2015,34,67447,3430717,Sacramento,San Juan Unified,Visions In Education,Unified School District,K-12 Schools (Public),Traditional,,Y,0248,Locally funded,N,K,12,5051.0,1709.0,0.3383488418135023,2476.0,0.4901999604038804,4718.0,1527.0,0.3236540907164053,2248.0,0.4764730818143281,Y
2014-2015,34,67447,3430758,Sacramento,San Juan Unified,San Juan Choices Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,0275,Locally funded,N,6,12,226.0,100.0,0.4424778761061947,101.0,0.4469026548672566,205.0,91.0,0.44390243902439025,92.0,0.44878048780487806,Y
2014-2015,34,67447,3431111,Sacramento,San Juan Unified,Casa Roble Fundamental High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1330.0,337.0,0.25338345864661654,431.0,0.3240601503759398,1296.0,333.0,0.2569444444444444,425.0,0.3279320987654321,Y
2014-2015,34,67447,3432051,Sacramento,San Juan Unified,Del Campo High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1803.0,647.0,0.35884636716583473,780.0,0.43261231281198004,1758.0,625.0,0.35551763367463024,758.0,0.4311717861205916,Y
2014-2015,34,67447,3432317,Sacramento,San Juan Unified,El Camino Fundamental High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1570.0,589.0,0.37515923566878984,690.0,0.4394904458598726,1542.0,573.0,0.3715953307392996,671.0,0.4351491569390402,Y
2014-2015,34,67447,3432838,Sacramento,San Juan Unified,Encina Preparatory High,Unified School District,K-12 Schools (Public),Traditional,,N,,,N,6,12,960.0,844.0,0.8791666666666667,872.0,0.9083333333333333,896.0,800.0,0.8928571428571429,827.0,0.9229910714285714,Y
2014-2015,34,67447,3435930,Sacramento,San Juan Unified,Mira Loma High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1667.0,632.0,0.379124175164967,715.0,0.4289142171565687,1621.0,607.0,0.3744602097470697,687.0,0.42381246144355333,Y
2014-2015,34,67447,3436714,Sacramento,San Juan Unified,Rio Americano High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1591.0,300.0,0.18856065367693275,342.0,0.21495914519170334,1537.0,289.0,0.18802862719583605,329.0,0.21405335068314899,Y
2014-2015,34,67447,3438504,Sacramento,San Juan Unified,San Juan High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,712.0,455.0,0.6390449438202247,496.0,0.6966292134831461,663.0,428.0,0.6455505279034691,468.0,0.7058823529411765,Y
2014-2015,34,67447,6034342,Sacramento,San Juan Unified,Arcade Fundamental Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,543.0,240.0,0.4419889502762431,272.0,0.5009208103130756,543.0,240.0,0.4419889502762431,272.0,0.5009208103130756,Y
2014-2015,34,67447,6034359,Sacramento,San Juan Unified,Arden Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,937.0,273.0,0.2913553895410886,312.0,0.3329775880469584,937.0,273.0,0.2913553895410886,312.0,0.3329775880469584,Y
2014-2015,34,67447,6034367,Sacramento,San Juan Unified,Arlington Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,272.0,147.0,0.5404411764705882,170.0,0.625,272.0,147.0,0.5404411764705882,170.0,0.625,Y
2014-2015,34,67447,6034375,Sacramento,San Juan Unified,John Barrett Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,676.0,351.0,0.5192307692307693,395.0,0.584319526627219,676.0,351.0,0.5192307692307693,395.0,0.584319526627219,Y
2014-2015,34,67447,6034383,Sacramento,San Juan Unified,Cameron Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,365.0,272.0,0.7452054794520548,303.0,0.8301369863013699,365.0,272.0,0.7452054794520548,303.0,0.8301369863013699,Y
2014-2015,34,67447,6034391,Sacramento,San Juan Unified,Carmichael Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,379.0,275.0,0.7255936675461742,305.0,0.8047493403693932,361.0,263.0,0.7285318559556787,293.0,0.8116343490304709,Y
2014-2015,34,67447,6034409,Sacramento,San Juan Unified,Andrew Carnegie Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1036.0,284.0,0.27413127413127414,340.0,0.3281853281853282,1036.0,284.0,0.27413127413127414,340.0,0.3281853281853282,Y
2014-2015,34,67447,6034425,Sacramento,San Juan Unified,Winston Churchill Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1076.0,387.0,0.3596654275092937,438.0,0.4070631970260223,1076.0,387.0,0.3596654275092937,438.0,0.4070631970260223,Y
2014-2015,34,67447,6034433,Sacramento,San Juan Unified,Citrus Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,358.0,179.0,0.5,208.0,0.5810055865921788,334.0,171.0,0.5119760479041916,200.0,0.5988023952095808,Y
2014-2015,34,67447,6034441,Sacramento,San Juan Unified,Cottage Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,320.0,220.0,0.6875,250.0,0.78125,305.0,217.0,0.7114754098360656,246.0,0.8065573770491803,Y
2014-2015,34,67447,6034458,Sacramento,San Juan Unified,James R. Cowan Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,508.0,129.0,0.25393700787401574,163.0,0.32086614173228345,508.0,129.0,0.25393700787401574,163.0,0.32086614173228345,Y
2014-2015,34,67447,6034466,Sacramento,San Juan Unified,Coyle Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,363.0,231.0,0.6363636363636364,267.0,0.7355371900826446,349.0,224.0,0.6418338108882522,260.0,0.7449856733524355,Y
2014-2015,34,67447,6034482,Sacramento,San Juan Unified,Del Dayo Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,551.0,54.0,0.09800362976406533,64.0,0.1161524500907441,535.0,52.0,0.09719626168224299,62.0,0.11588785046728972,Y
2014-2015,34,67447,6034490,Sacramento,San Juan Unified,Del Paso Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,567.0,267.0,0.4708994708994709,292.0,0.5149911816578483,567.0,267.0,0.4708994708994709,292.0,0.5149911816578483,Y
2014-2015,34,67447,6034508,Sacramento,San Juan Unified,Mary Deterding Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,618.0,201.0,0.32524271844660196,226.0,0.3656957928802589,618.0,201.0,0.32524271844660196,226.0,0.3656957928802589,Y
