cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
30666473031945,S,El Camino Real Continuation High,Placentia-Yorba Linda Unified,Orange,121,1,,,,,
30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,635,307,533,571,532,194,63.19
30666476119556,S,Parkview,Placentia-Yorba Linda Unified,Orange,12,6,,,,,
30666700000000,D,,Santa Ana Unified,Orange,4181,1911,449,459,446,552,28.89
30666700106567,S,Nova Academy,Santa Ana Unified,Orange,100,66,448,443,448,16,24.24
30666700108365,S,Segerstrom High,Santa Ana Unified,Orange,537,302,471,471,463,99,32.78
30666700114736,S,Hector G. Godinez,Santa Ana Unified,Orange,614,388,440,457,433,98,25.26
30666703030475,S,Cesar E. Chavez High,Santa Ana Unified,Orange,227,1,,,,,
30666703030491,S,Century High,Santa Ana Unified,Orange,430,183,395,404,395,18,9.84
30666703030608,S,Middle College High,Santa Ana Unified,Orange,80,81,497,504,483,34,41.98
30666703030723,S,OCSA,Santa Ana Unified,Orange,360,243,590,565,582,198,81.48
30666703035821,S,Saddleback High,Santa Ana Unified,Orange,451,182,394,422,397,24,13.19
30666703036357,S,Santa Ana High,Santa Ana Unified,Orange,577,239,403,420,401,29,12.13
30666703036456,S,Valley High,Santa Ana Unified,Orange,528,226,403,432,415,36,15.93
30736350000000,D,,Saddleback Valley Unified,Orange,2490,1162,537,554,523,762,65.58
30736353030061,S,El Toro High,Saddleback Valley Unified,Orange,590,298,530,557,521,193,64.77
30736353030244,S,Laguna Hills High,Saddleback Valley Unified,Orange,408,188,543,550,527,125,66.49
30736353030392,S,Trabuco Hills High,Saddleback Valley Unified,Orange,682,337,535,554,517,216,64.09
30736353030509,S,Mira Monte High (Alternative),Saddleback Valley Unified,Orange,32,1,,,,,
30736353034956,S,Mission Viejo High,Saddleback Valley Unified,Orange,618,338,541,553,528,227,67.16
30736430000000,D,,Tustin Unified,Orange,1859,1026,522,537,523,596,58.09
30736430102871,S,Arnold O. Beckman High,Tustin Unified,Orange,590,384,565,595,572,284,73.96
30736433032109,S,Foothill High,Tustin Unified,Orange,598,337,532,542,532,218,64.69
30736433037553,S,Tustin High,Tustin Unified,Orange,569,305,458,457,453,94,30.82
30736500000000,D,,Irvine Unified,Orange,2343,1374,592,639,603,1176,85.59
30736503030152,S,Irvine High,Irvine Unified,Orange,461,249,568,609,583,192,77.11
30736503030285,S,Woodbridge High,Irvine Unified,Orange,615,373,571,614,577,298,79.89
30736503030467,S,Alternative Education-San Joaquin High,Irvine Unified,Orange,12,2,,,,,
30736503030657,S,Northwood High,Irvine Unified,Orange,537,358,604,656,621,329,91.90
30736503035102,S,University High,Irvine Unified,Orange,648,392,617,666,624,355,90.56
30739240000000,D,,Los Alamitos Unified,Orange,728,517,528,541,517,308,59.57
30739243033917,S,Los Alamitos High,Los Alamitos Unified,Orange,721,517,528,541,517,308,59.57
31000000000000,C,,,Placer,5762,2851,525,533,511,1698,59.56
31103140000000,D,,Placer County Office of Education,Placer,80,2,,,,,
31103140119214,S,CORE Placer Charter,Placer County Office of Education,Placer,30,2,,,,,
31668450000000,D,,Loomis Union Elementary,Placer,13,11,594,550,576,8,72.73
31668450121418,S,John Adams Academy,Loomis Union Elementary,Placer,13,11,594,550,576,8,72.73
31668940000000,D,,Placer Union High,Placer,1026,437,535,541,523,278,63.62
31668940102293,S,Foresthill High,Placer Union High,Placer,45,17,505,535,490,9,52.94
31668943130135,S,Maidu High Independent Study,Placer Union High,Placer,45,3,,,,,
31668943131851,S,Colfax High,Placer Union High,Placer,171,75,536,527,531,48,64.00
31668943132453,S,Del Oro High,Placer Union High,Placer,398,225,534,545,519,146,64.89
31668943135704,S,Placer High,Placer Union High,Placer,308,117,539,542,530,73,62.39
31669280000000,D,,Roseville Joint Union High,Placer,2558,1503,521,532,509,876,58.28
31669280116459,S,Antelope High,Roseville Joint Union High,Placer,408,275,485,483,469,107,38.91
31669283130119,S,Independence High (Alternative),Roseville Joint Union High,Placer,82,3,,,,,
31669283130176,S,Woodcreek High,Roseville Joint Union High,Placer,545,313,519,529,501,183,58.47
31669283130184,S,Granite Bay High,Roseville Joint Union High,Placer,550,418,555,575,551,314,75.12
31669283135308,S,Oakmont High,Roseville Joint Union High,Placer,413,230,527,532,510,136,59.13
31669283136504,S,Roseville High,Roseville Joint Union High,Placer,468,264,502,517,493,135,51.14
31669440000000,D,,Tahoe-Truckee Unified,Placer,241,136,527,529,509,81,59.56
31669443130010,S,North Tahoe High,Tahoe-Truckee Unified,Placer,71,55,518,512,508,34,61.82
31669443130192,S,Cold Stream Alternative,Tahoe-Truckee Unified,Placer,2,1,,,,,
31669443138500,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,143,80,533,540,511,46,57.50
31669510000000,D,,Western Placer Unified,Placer,807,158,493,490,474,63,39.87
31669510122507,S,Partnerships for Student-Centered Learning,Western Placer Unified,Placer,192,8,,,,,
31669513130036,S,Phoenix High (Continuation),Western Placer Unified,Placer,45,1,,,,,
31669513130168,S,Horizon Charter,Western Placer Unified,Placer,239,16,484,452,456,5,31.25
31669513134657,S,Lincoln High,Western Placer Unified,Placer,331,133,492,497,476,52,39.10
31750850000000,D,,Rocklin Unified,Placer,1037,604,533,544,517,390,64.57
31750850108084,S,Whitney High,Rocklin Unified,Placer,440,279,523,530,502,168,60.22
31750850119487,S,Western Sierra Collegiate Academy,Rocklin Unified,Placer,67,41,571,536,547,31,75.61
31750850128561,S,Rocklin Independent Charter Academy,Rocklin Unified,Placer,44,0,NA,NA,NA,NA,NA
31750853130150,S,Rocklin High,Rocklin Unified,Placer,428,283,537,560,527,190,67.14
31750853130200,S,Victory High,Rocklin Unified,Placer,57,1,,,,,
32000000000000,C,,,Plumas,173,63,517,529,494,40,63.49
32669690000000,D,,Plumas Unified,Plumas,170,63,517,529,494,40,63.49
32669693230083,S,Plumas Charter,Plumas Unified,Plumas,22,6,,,,,
32669693232006,S,Chester Junior/Senior High,Plumas Unified,Plumas,38,16,481,528,471,7,43.75
32669693233509,S,Greenville Junior/Senior High,Plumas Unified,Plumas,15,4,,,,,
32669693235603,S,Portola Junior/Senior High,Plumas Unified,Plumas,27,13,516,529,498,8,61.54
32669693236007,S,Quincy Junior/Senior High,Plumas Unified,Plumas,59,24,550,540,523,20,83.33
33000000000000,C,,,Riverside,33843,13426,468,472,462,4663,34.73
33103300000000,D,,Riverside County Office of Education,Riverside,1025,54,488,456,479,20,37.04
33103300110833,S,River Springs Charter,Riverside County Office of Education,Riverside,198,53,489,458,478,20,37.74
33103300125237,S,Riverside County Education Academy,Riverside County Office of Education,Riverside,30,1,,,,,
33103300128397,S,Come Back Kids,Riverside County Office of Education,Riverside,387,0,NA,NA,NA,NA,NA
33103300128777,S,Gateway College and Career Academy,Riverside County Office of Education,Riverside,156,0,NA,NA,NA,NA,NA
33316253330834,S,California School for the Deaf-Riverside,California School for the Deaf-Riverside (State Sp,Riverside,71,1,,,,,
33669770000000,D,,Alvord Unified,Riverside,1427,508,459,466,447,150,29.53
33669770126896,S,Alvord Alternative Continuation High,Alvord Unified,Riverside,80,0,NA,NA,NA,NA,NA
33669773330008,S,La Sierra High,Alvord Unified,Riverside,700,298,473,478,458,103,34.56
33669773334299,S,Norte Vista High,Alvord Unified,Riverside,490,210,439,450,432,47,22.38
33669850000000,D,,Banning Unified,Riverside,344,97,419,407,414,14,14.43
33669853330214,S,Banning High,Banning Unified,Riverside,239,97,419,407,414,14,14.43
33669853330974,S,Banning Independent Study,Banning Unified,Riverside,36,0,NA,NA,NA,NA,NA
33669930000000,D,,Beaumont Unified,Riverside,654,242,474,465,474,90,37.19
33669930129882,S,21st Century Learning Institute,Beaumont Unified,Riverside,27,0,NA,NA,NA,NA,NA
33669933330479,S,Beaumont Senior High,Beaumont Unified,Riverside,578,242,474,465,474,90,37.19
33670330000000,D,,Corona-Norco Unified,Riverside,4370,2109,489,500,485,970,45.99
33670330110627,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,800,486,486,490,486,218,44.86
33670330110759,S,John F. Kennedy High,Corona-Norco Unified,Riverside,200,134,509,499,497,70,52.24
33670333330131,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,64,0,NA,NA,NA,NA,NA
33670333330446,S,Centennial High,Corona-Norco Unified,Riverside,737,418,494,514,482,203,48.56
33670333330586,S,Lee V. Pollard High,Corona-Norco Unified,Riverside,516,2,,,,,
33670333330701,S,Santiago High,Corona-Norco Unified,Riverside,822,523,498,512,499,259,49.52
33670333331600,S,Corona High,Corona-Norco Unified,Riverside,622,288,470,480,468,109,37.85
33670333334232,S,Norco High,Corona-Norco Unified,Riverside,528,258,482,496,476,111,43.02
33670580000000,D,,Desert Sands Unified,Riverside,2489,1037,468,462,463,344,33.17
33670580118885,S,Shadow Hills High,Desert Sands Unified,Riverside,371,179,436,428,434,36,20.11
33670583330388,S,Palm Desert High,Desert Sands Unified,Riverside,466,259,516,510,508,137,52.90
33670583330669,S,La Quinta High,Desert Sands Unified,Riverside,697,397,474,477,462,140,35.26
33670583330909,S,Horizon,Desert Sands Unified,Riverside,71,2,,,,,
33670583331113,S,Amistad High (Continuation),Desert Sands Unified,Riverside,200,1,,,,,
33670583333192,S,Indio High,Desert Sands Unified,Riverside,452,199,424,403,430,30,15.08
33670820000000,D,,Hemet Unified,Riverside,1781,477,468,470,462,160,33.54
33670820106716,S,Hamilton High,Hemet Unified,Riverside,84,15,506,506,481,6,40.00
33670820113159,S,Tahquitz High,Hemet Unified,Riverside,318,125,443,443,445,34,27.20
33670820128363,S,College Prep High,Hemet Unified,Riverside,26,13,495,484,463,5,38.46
33670823330503,S,Helen Hunt Jackson Alternative High,Hemet Unified,Riverside,72,3,,,,,
33670823330537,S,West Valley High,Hemet Unified,Riverside,358,122,460,461,462,39,31.97
33670823332673,S,Hemet High,Hemet Unified,Riverside,584,199,483,488,470,74,37.19
33670900000000,D,,Jurupa Unified,Riverside,1519,462,448,460,446,126,27.27
33670900114157,S,Patriot High,Jurupa Unified,Riverside,437,173,467,481,463,60,34.68
33670900127720,S,Rivercrest Preparatory,Jurupa Unified,Riverside,16,2,,,,,
33670903330412,S,Jurupa Valley High,Jurupa Unified,Riverside,386,159,438,447,439,37,23.27
33670903337136,S,Rubidoux High,Jurupa Unified,Riverside,413,128,434,445,433,28,21.88
33671160000000,D,,Menifee Union Elementary,Riverside,77,34,531,506,503,21,61.76
33671160109843,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,77,34,531,506,503,21,61.76
33671240000000,D,,Moreno Valley Unified,Riverside,2556,942,435,442,433,200,21.23
33671240128868,S,Moreno Valley Online Academy,Moreno Valley Unified,Riverside,55,0,NA,NA,NA,NA,NA
33671243330396,S,Canyon Springs High,Moreno Valley Unified,Riverside,606,272,444,443,440,71,26.10
33671243330438,S,Valley View High,Moreno Valley Unified,Riverside,580,259,440,464,445,65,25.10
33671243331071,S,Vista del Lago High,Moreno Valley Unified,Riverside,497,199,436,434,424,35,17.59
33671243333770,S,Moreno Valley High,Moreno Valley Unified,Riverside,509,212,417,421,419,29,13.68
33671570000000,D,,Nuview Union,Riverside,134,110,473,488,471,41,37.27
33671573331014,S,Nuview Bridge Early College High,Nuview Union,Riverside,132,110,473,488,471,41,37.27
33671730000000,D,,Palm Springs Unified,Riverside,1733,636,447,445,438,170,26.73
33671733330578,S,Cathedral City High,Palm Springs Unified,Riverside,573,236,443,440,432,56,23.73
33671733330818,S,Desert Hot Springs High,Palm Springs Unified,Riverside,402,124,432,427,429,25,20.16
33671733335130,S,Palm Springs High,Palm Springs Unified,Riverside,463,276,458,457,447,89,32.25
33671810000000,D,,Palo Verde Unified,Riverside,270,60,453,465,438,17,28.33
33671813331139,S,Twin Palms Continuation,Palo Verde Unified,Riverside,55,1,,,,,
33671813335759,S,Palo Verde High,Palo Verde Unified,Riverside,215,59,451,462,437,16,27.12
33672070000000,D,,Perris Union High,Riverside,2105,766,444,447,435,180,23.50
33672070101170,S,California Military Institute,Perris Union High,Riverside,88,70,437,441,423,13,18.57
33672070113191,S,Heritage High,Perris Union High,Riverside,617,283,452,448,444,78,27.56
33672073330172,S,Perris Lake High (Continuation),Perris Union High,Riverside,217,1,,,,,
33672073330727,S,Paloma Valley High,Perris Union High,Riverside,597,213,468,474,450,68,31.92
33672073335973,S,Perris High,Perris Union High,Riverside,570,199,410,420,410,21,10.55
33672150000000,D,,Riverside Unified,Riverside,3420,1432,473,483,468,518,36.17
33672150115709,S,Riverside Virtual,Riverside Unified,Riverside,18,6,,,,,
33672153330024,S,Arlington High,Riverside Unified,Riverside,467,221,449,453,445,53,23.98
33672153330362,S,Summit View Independent Study,Riverside Unified,Riverside,176,2,,,,,
33672153330511,S,Opportunity Program,Riverside Unified,Riverside,24,0,NA,NA,NA,NA,NA
33672153330859,S,Martin Luther King Jr. High,Riverside Unified,Riverside,771,402,500,524,494,198,49.25
33672153334406,S,John W. North High,Riverside Unified,Riverside,501,265,461,471,458,85,32.08
33672153336237,S,Polytechnic High,Riverside Unified,Riverside,615,306,489,484,477,129,42.16
33672153336492,S,Ramona High,Riverside Unified,Riverside,560,230,440,452,442,48,20.87
33672490000000,D,,San Jacinto Unified,Riverside,804,224,444,438,429,50,22.32
33672493331006,S,Mountain Heights Academy,San Jacinto Unified,Riverside,75,1,,,,,
33672493337649,S,Mountain View High,San Jacinto Unified,Riverside,152,1,,,,,
33672493337656,S,San Jacinto High,San Jacinto Unified,Riverside,539,200,440,432,425,38,19.00
33672496114748,S,San Jacinto Valley Academy,San Jacinto Unified,Riverside,37,22,480,498,466,11,50.00
33736760000000,D,,Coachella Valley Unified,Riverside,1298,425,409,419,409,50,11.76
33736760100255,S,Desert Mirage High,Coachella Valley Unified,Riverside,466,144,412,404,414,14,9.72
33736760121673,S,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,47,27,406,408,403,3,11.11
33736763330032,S,La Familia Continuation High,Coachella Valley Unified,Riverside,76,1,,,,,
33736763330354,S,West Shores High,Coachella Valley Unified,Riverside,73,36,400,399,396,4,11.11
33736763330990,S,Coachella Valley High,Coachella Valley Unified,Riverside,634,217,408,433,409,29,13.36
33751760000000,D,,Lake Elsinore Unified,Riverside,1799,593,476,481,466,218,36.76
33751760107920,S,Lakeside High,Lake Elsinore Unified,Riverside,446,198,457,460,454,55,27.78
33751760116343,S,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,106,0,NA,NA,NA,NA,NA
33751760124859,S,Southern California Online Academy,Lake Elsinore Unified,Riverside,45,5,,,,,
33751763330487,S,Temescal Canyon High,Lake Elsinore Unified,Riverside,485,204,486,494,472,91,44.61
33751763332350,S,Elsinore High,Lake Elsinore Unified,Riverside,518,186,483,489,472,70,37.63
33751920000000,D,,Temecula Valley Unified,Riverside,2483,1324,511,505,496,679,51.28
33751920105734,S,Great Oak High,Temecula Valley Unified,Riverside,873,506,523,521,505,291,57.51
33751923330370,S,Temecula Valley High,Temecula Valley Unified,Riverside,657,352,499,487,485,161,45.74
33751923330636,S,Susan H. Nelson,Temecula Valley Unified,Riverside,82,3,,,,,
33751923330743,S,Chaparral High,Temecula Valley Unified,Riverside,693,419,501,498,491,196,46.78
33751923330917,S,Temecula Preparatory,Temecula Valley Unified,Riverside,54,44,548,524,539,30,68.18
33752000000000,D,,Murrieta Valley Unified,Riverside,1974,1079,498,503,492,508,47.08
33752000100420,S,Vista Murrieta High,Murrieta Valley Unified,Riverside,740,428,494,495,491,197,46.03
33752000102079,S,Tenaja Canyon Academy,Murrieta Valley Unified,Riverside,52,3,,,,,
33752000118794,S,Murrieta Mesa High,Murrieta Valley Unified,Riverside,503,309,488,493,478,124,40.13
33752003330529,S,Murrieta Valley High,Murrieta Valley Unified,Riverside,574,339,512,523,506,185,54.57
33752420000000,D,,Val Verde Unified,Riverside,1510,814,428,435,420,136,16.71
33752420109108,S,Citrus Hill High,Val Verde Unified,Riverside,520,338,415,427,405,43,12.72
33752420123190,S,Val Verde Academy,Val Verde Unified,Riverside,22,0,NA,NA,NA,NA,NA
33752423330552,S,Rancho Verde High,Val Verde Unified,Riverside,751,474,438,441,430,93,19.62
33752423330560,S,Val Verde High,Val Verde Unified,Riverside,210,2,,,,,
34000000000000,C,,,Sacramento,18908,7180,492,504,482,3269,45.53
34103480000000,D,,Sacramento County Office of Education,Sacramento,257,0,NA,NA,NA,NA,NA
34673140000000,D,,Elk Grove Unified,Sacramento,5035,2621,491,509,481,1200,45.78
34673140105916,S,Monterey Trail High,Elk Grove Unified,Sacramento,526,326,459,471,444,89,27.30
34673140108753,S,Pleasant Grove High,Elk Grove Unified,Sacramento,619,363,530,563,513,240,66.12
34673140116897,S,Cosumnes Oaks High,Elk Grove Unified,Sacramento,504,309,508,514,491,156,50.49
34673143430170,S,Valley High,Elk Grove Unified,Sacramento,324,184,427,433,426,40,21.74
34673143430352,S,Las Flores High (Alternative),Elk Grove Unified,Sacramento,58,0,NA,NA,NA,NA,NA
34673143430477,S,Florin High,Elk Grove Unified,Sacramento,346,157,425,449,420,30,19.11
34673143430592,S,Laguna Creek High,Elk Grove Unified,Sacramento,439,257,494,505,483,122,47.47
34673143430618,S,Sheldon High,Elk Grove Unified,Sacramento,526,279,486,500,472,110,39.43
34673143430873,S,Franklin High,Elk Grove Unified,Sacramento,682,511,514,536,512,289,56.56
34673143432572,S,Elk Grove High,Elk Grove Unified,Sacramento,418,231,501,527,493,123,53.25
34673146112254,S,Elk Grove Charter,Elk Grove Unified,Sacramento,95,4,,,,,
34673300000000,D,,Folsom-Cordova Unified,Sacramento,1389,635,542,558,532,443,69.76
34673300113571,S,Vista del Lago High,Folsom-Cordova Unified,Sacramento,339,231,554,571,552,170,73.59
34673303430501,S,Walnutwood High (Independent Study),Folsom-Cordova Unified,Sacramento,56,3,,,,,
34673303431533,S,Cordova High,Folsom-Cordova Unified,Sacramento,376,100,488,488,466,41,41.00
34673303433216,S,Folsom High,Folsom-Cordova Unified,Sacramento,486,300,550,573,538,228,76.00
34673303434792,S,Kinney High (Continuation),Folsom-Cordova Unified,Sacramento,77,1,,,,,
34673550000000,D,,Galt Joint Union High,Sacramento,591,140,490,506,480,69,49.29
34673550119131,S,Liberty Ranch High,Galt Joint Union High,Sacramento,275,94,504,519,496,54,57.45
34673553433471,S,Galt High,Galt Joint Union High,Sacramento,210,46,462,480,448,15,32.61
34674130000000,D,,River Delta Joint Unified,Sacramento,175,79,481,460,477,27,34.18
34674134835302,S,Rio Vista High,River Delta Joint Unified,Sacramento,87,45,477,461,484,16,35.56
34674135731708,S,Delta High,River Delta Joint Unified,Sacramento,62,34,486,459,467,11,32.35
34674390000000,D,,Sacramento City Unified,Sacramento,3208,1281,463,476,456,425,33.18
34674390101881,S,New Technology High,Sacramento City Unified,Sacramento,49,30,450,449,432,8,26.67
34674390101899,S,George Washington Carver School of Arts and Scienc,Sacramento City Unified,Sacramento,61,28,548,504,526,16,57.14
34674390101907,S,The MET,Sacramento City Unified,Sacramento,66,33,486,457,468,11,33.33
34674390101972,S,Rosemont High,Sacramento City Unified,Sacramento,313,96,467,488,452,29,30.21
34674390102038,S,Sacramento Charter High,Sacramento City Unified,Sacramento,181,156,410,405,403,11,7.05
34674390108951,S,Arthur A. Benjamin Health Professions High,Sacramento City Unified,Sacramento,49,23,447,440,449,8,34.78
34674390114546,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,26,12,448,469,420,2,16.67
34674393430154,S,American Legion High (Continuation),Sacramento City Unified,Sacramento,202,1,,,,,
34674393430519,S,Capital City Independent Study,Sacramento City Unified,Sacramento,260,2,,,,,
34674393430865,S,West Campus,Sacramento City Unified,Sacramento,203,165,497,514,500,79,47.88
34674393431012,S,Luther Burbank High,Sacramento City Unified,Sacramento,421,187,399,427,397,20,10.70
34674393434636,S,Hiram W. Johnson High,Sacramento City Unified,Sacramento,323,91,410,423,401,11,12.09
34674393434768,S,John F. Kennedy High,Sacramento City Unified,Sacramento,468,236,480,505,471,101,42.80
34674393435419,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,506,221,524,532,512,129,58.37
34674470000000,D,,San Juan Unified,Sacramento,4419,1402,526,532,514,806,57.49
34674470121467,S,Aspire Alexander Twilight Secondary Academy,San Juan Unified,Sacramento,11,12,420,418,403,2,16.67
34674473430048,S,Mesa Verde High,San Juan Unified,Sacramento,209,54,457,434,449,14,25.93
34674473430097,S,La Entrada Continuation High,San Juan Unified,Sacramento,48,3,,,,,
34674473430386,S,El Sereno Alternative Education,San Juan Unified,Sacramento,137,6,,,,,
34674473430493,S,Bella Vista High,San Juan Unified,Sacramento,420,242,549,562,530,173,71.49
34674473430691,S,Options for Youth-San Juan,San Juan Unified,Sacramento,185,15,451,422,431,4,26.67
34674473430717,S,Visions In Education,San Juan Unified,Sacramento,870,43,571,527,533,29,67.44
34674473430758,S,San Juan Choices Charter,San Juan Unified,Sacramento,68,1,,,,,
34674473431111,S,Casa Roble Fundamental High,San Juan Unified,Sacramento,318,137,495,491,486,62,45.26
34674473432051,S,Del Campo High,San Juan Unified,Sacramento,417,180,501,488,489,80,44.44
34674473432317,S,El Camino Fundamental High,San Juan Unified,Sacramento,391,209,512,515,496,113,54.07
34674473432838,S,Encina Preparatory High,San Juan Unified,Sacramento,196,28,391,413,389,3,10.71
34674473435930,S,Mira Loma High,San Juan Unified,Sacramento,418,236,594,624,583,189,80.08
34674473436714,S,Rio Americano High,San Juan Unified,Sacramento,371,202,539,548,536,131,64.85
34674473438504,S,San Juan High,San Juan Unified,Sacramento,190,34,414,449,420,3,8.82
34739730000000,D,,Center Joint Unified,Sacramento,349,97,495,522,465,44,45.36
34739730106377,S,Global Youth Charter,Center Joint Unified,Sacramento,12,1,,,,,
34739733430378,S,Center High,Center Joint Unified,Sacramento,292,96,496,524,466,44,45.83
34739733430816,S,Antelope View Charter,Center Joint Unified,Sacramento,11,0,NA,NA,NA,NA,NA
34752830000000,D,,Natomas Unified,Sacramento,931,389,476,474,469,143,36.76
34752830102236,S,Inderkum High,Natomas Unified,Sacramento,369,161,459,462,449,44,27.33
34752830112425,S,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,128,85,482,496,477,37,43.53
34752833430584,S,Natomas High,Natomas Unified,Sacramento,227,74,459,451,454,26,35.14
34752833430659,S,Natomas Charter,Natomas Unified,Sacramento,86,69,528,500,524,36,52.17
34765050000000,D,,Twin Rivers Unified,Sacramento,2554,536,431,435,421,112,20.90
34765050101832,S,Futures High,Twin Rivers Unified,Sacramento,51,17,457,492,489,6,35.29
34765050108415,S,Heritage Peak Charter,Twin Rivers Unified,Sacramento,223,25,478,462,458,9,36.00
34765050108795,S,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,33,8,,,,,
34765050108837,S,Community Collaborative Charter,Twin Rivers Unified,Sacramento,190,2,,,,,
34765050114272,S,SAVA: Sacramento Academic and Vocational Academy,Twin Rivers Unified,Sacramento,368,1,,,,,
34765050130757,S,Highlands Community Charter,Twin Rivers Unified,Sacramento,56,0,NA,NA,NA,NA,NA
34765053430634,S,Elwood J. Keema High,Twin Rivers Unified,Sacramento,235,0,NA,NA,NA,NA,NA
34765053430881,S,Vista Nueva Career and Technology High,Twin Rivers Unified,Sacramento,104,1,,,,,
34765053433265,S,Foothill High,Twin Rivers Unified,Sacramento,212,92,446,445,430,22,23.91
34765053433794,S,Grant Union High,Twin Rivers Unified,Sacramento,401,208,400,401,395,22,10.58
34765053434370,S,Highlands High,Twin Rivers Unified,Sacramento,172,54,435,440,407,11,20.37
34765053436979,S,Rio Linda High,Twin Rivers Unified,Sacramento,341,128,449,468,443,38,29.69
35000000000000,C,,,San Benito,883,305,480,476,476,116,38.03
35103550000000,D,,San Benito County Office of Education,San Benito,40,0,NA,NA,NA,NA,NA
35675380000000,D,,San Benito High,San Benito,764,266,477,472,476,100,37.59
35675383537008,S,San Benito High,San Benito High,San Benito,703,266,477,472,476,100,37.59
35752590000000,D,,Aromas/San Juan Unified,San Benito,79,39,496,506,479,16,41.03
35752593530060,S,Anzar High,Aromas/San Juan Unified,San Benito,79,39,496,506,479,16,41.03
36000000000000,C,,,San Bernardino,33998,12193,467,475,459,4193,34.39
36103630000000,D,,San Bernardino County Office of Education,San Bernardino,521,0,NA,NA,NA,NA,NA
36675870000000,D,,Adelanto Elementary,San Bernardino,821,2,,,,,
36675870120592,S,Alta Vista Public,Adelanto Elementary,San Bernardino,815,2,,,,,
36676110000000,D,,Barstow Unified,San Bernardino,444,86,450,474,445,24,27.91
36676113630712,S,Central High (Continuation),Barstow Unified,San Bernardino,131,1,,,,,
36676113630803,S,Barstow High,Barstow Unified,San Bernardino,310,85,451,474,445,24,28.24
36676370000000,D,,Bear Valley Unified,San Bernardino,217,71,502,519,491,37,52.11
36676373631066,S,Big Bear High,Bear Valley Unified,San Bernardino,190,71,502,519,491,37,52.11
36676520000000,D,,Chaffey Joint Union High,San Bernardino,6214,2989,477,490,468,1166,39.01
36676520126243,S,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,40,8,,,,,
36676523630225,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,652,348,482,488,466,130,37.36
36676523630373,S,Etiwanda High,Chaffey Joint Union High,San Bernardino,799,455,489,501,478,205,45.05
36676523630571,S,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,815,519,493,501,489,236,45.47
36676523631058,S,Los Osos High,Chaffey Joint Union High,San Bernardino,786,522,523,544,511,307,58.81
36676523631157,S,Colony High,Chaffey Joint Union High,San Bernardino,508,240,457,466,450,77,32.08
36676523632205,S,Chaffey High,Chaffey Joint Union High,San Bernardino,845,277,453,450,445,71,25.63
36676523633906,S,Montclair High,Chaffey Joint Union High,San Bernardino,771,337,438,456,426,75,22.26
36676523634482,S,Ontario High,Chaffey Joint Union High,San Bernardino,655,282,428,458,428,61,21.63
36676523637659,S,Valley View High (Continuation),Chaffey Joint Union High,San Bernardino,308,1,,,,,
36676780000000,D,,Chino Valley Unified,San Bernardino,2688,1358,496,515,494,675,49.71
36676783630035,S,Don Antonio Lugo High,Chino Valley Unified,San Bernardino,455,142,468,462,461,44,30.99
36676783630522,S,Ruben S. Ayala High,Chino Valley Unified,San Bernardino,675,464,513,542,510,273,58.84
36676783631017,S,Chino Hills High,Chino Valley Unified,San Bernardino,811,516,508,531,508,288,55.81
36676783631769,S,Buena Vista Continuation High,Chino Valley Unified,San Bernardino,146,1,,,,,
36676783632502,S,Chino High,Chino Valley Unified,San Bernardino,550,235,456,460,452,70,29.79
36676860000000,D,,Colton Joint Unified,San Bernardino,1611,492,438,448,434,108,21.95
36676860125500,S,Grand Terrace High School at the Ray Abril Jr. Edu,Colton Joint Unified,San Bernardino,458,184,451,451,441,44,23.91
36676863630399,S,Washington High,Colton Joint Unified,San Bernardino,58,0,NA,NA,NA,NA,NA
36676863631322,S,Bloomington High,Colton Joint Unified,San Bernardino,461,177,432,442,430,40,22.60
36676863632742,S,Colton High,Colton Joint Unified,San Bernardino,456,131,427,452,428,24,18.32
36677100000000,D,,Fontana Unified,San Bernardino,3322,1250,436,439,425,240,19.20
36677100108191,S,Summit High,Fontana Unified,San Bernardino,620,326,439,439,425,62,19.02
36677100120758,S,Jurupa Hills High,Fontana Unified,San Bernardino,536,282,437,436,424,61,21.63
36677103630555,S,Fontana A. B. Miller High,Fontana Unified,San Bernardino,563,185,448,447,432,42,22.70
36677103630902,S,Henry J. Kaiser High,Fontana Unified,San Bernardino,545,236,425,427,417,28,11.86
36677103633302,S,Fontana High,Fontana Unified,San Bernardino,541,221,435,448,429,47,21.27
36677360000000,D,,Helendale Elementary,San Bernardino,179,17,454,495,462,7,41.18
