cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
48000000000000,C,,,Solano,4759,1678,495,503,486,791,47.14
48104880000000,D,,Solano County Office of Education,Solano,54,0,NA,NA,NA,NA,NA
48705240000000,D,,Benicia Unified,Solano,443,183,554,560,538,126,68.85
48705244831004,S,Benicia High,Benicia Unified,Solano,396,183,554,560,538,126,68.85
48705320000000,D,,Dixon Unified,Solano,337,133,489,517,472,65,48.87
48705324832259,S,Dixon High,Dixon Unified,Solano,286,133,489,517,472,65,48.87
48705400000000,D,,Fairfield-Suisun Unified,Solano,1574,521,487,487,484,216,41.46
48705400123356,S,Matt Garcia Learning Center,Fairfield-Suisun Unified,Solano,31,0,NA,NA,NA,NA,NA
48705404830170,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,477,251,490,487,489,111,44.22
48705404830451,S,Armijo High,Fairfield-Suisun Unified,Solano,496,181,498,504,494,80,44.20
48705404833000,S,Fairfield High,Fairfield-Suisun Unified,Solano,291,89,458,453,451,25,28.09
48705650000000,D,,Travis Unified,Solano,375,180,513,510,504,98,54.44
48705654838801,S,Vanden High,Travis Unified,Solano,325,180,513,510,504,98,54.44
48705730000000,D,,Vacaville Unified,Solano,966,425,500,520,491,225,52.94
48705734830089,S,Will C. Wood High,Vacaville Unified,Solano,335,137,487,523,475,59,43.07
48705734830113,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,120,51,545,537,533,39,76.47
48705734837803,S,Vacaville High,Vacaville Unified,Solano,453,237,499,515,492,127,53.59
48705810000000,D,,Vallejo City Unified,Solano,1010,236,446,449,436,61,25.85
48705814830147,S,Jesse M. Bethel High,Vallejo City Unified,Solano,391,144,453,464,447,45,31.25
48705814830196,S,MIT Academy,Vallejo City Unified,Solano,64,0,NA,NA,NA,NA,NA
48705814838504,S,Vallejo High,Vallejo City Unified,Solano,395,92,434,426,418,16,17.39
49000000000000,C,,,Sonoma,5283,1831,523,530,517,1069,58.38
49104960000000,D,,Sonoma County Office of Education,Sonoma,115,0,NA,NA,NA,NA,NA
49706070000000,D,,West Sonoma County Union High,Sonoma,507,219,545,551,535,147,67.12
49706074930400,S,Analy High,West Sonoma County Union High,Sonoma,300,154,551,563,544,109,70.78
49706074931507,S,El Molino High,West Sonoma County Union High,Sonoma,162,65,532,523,514,38,58.46
49706560000000,D,,Cloverdale Unified,Sonoma,107,37,465,473,468,10,27.03
49706564930855,S,Cloverdale High,Cloverdale Unified,Sonoma,89,37,465,473,468,10,27.03
49707060000000,D,,Geyserville Unified,Sonoma,23,0,NA,NA,NA,NA,NA
49707060129981,S,Geyserville New Tech Academy,Geyserville Unified,Sonoma,20,0,NA,NA,NA,NA,NA
49707300000000,D,,Harmony Union Elementary,Sonoma,59,5,,,,,
49707306120588,S,Pathways Charter,Harmony Union Elementary,Sonoma,59,5,,,,,
49707970000000,D,,Liberty Elementary,Sonoma,69,4,,,,,
49707970107284,S,California Virtual Academy @ Sonoma,Liberty Elementary,Sonoma,69,4,,,,,
49708390000000,D,,Oak Grove Union Elementary,Sonoma,36,2,,,,,
49708390120584,S,Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,36,2,,,,,
49708620000000,D,,Petaluma Joint Union High,Sonoma,809,377,543,551,536,256,67.90
49708620128157,S,Gateway to College Academy,Petaluma Joint Union High,Sonoma,32,0,NA,NA,NA,NA,NA
49708624930012,S,Casa Grande High,Petaluma Joint Union High,Sonoma,402,201,526,549,525,124,61.69
49708624930236,S,Valley Oaks High (Alternative),Petaluma Joint Union High,Sonoma,22,2,,,,,
49708624935151,S,Petaluma High,Petaluma Joint Union High,Sonoma,305,174,560,553,550,131,75.29
49708700000000,D,,Piner-Olivet Union Elementary,Sonoma,16,1,,,,,
49708700106344,S,Northwest Prep Charter,Piner-Olivet Union Elementary,Sonoma,16,1,,,,,
49709040000000,D,,Roseland,Sonoma,114,80,406,406,410,7,8.75
49709040101923,S,Roseland Charter,Roseland,Sonoma,114,80,406,406,410,7,8.75
49709200000000,D,,Santa Rosa High,Sonoma,2045,592,538,551,533,385,65.03
49709200108811,S,Abraxis Charter,Santa Rosa High,Sonoma,18,0,NA,NA,NA,NA,NA
49709204930160,S,Elsie Allen High,Santa Rosa High,Sonoma,233,52,451,476,457,12,23.08
49709204930244,S,Maria Carrillo High,Santa Rosa High,Sonoma,351,180,571,587,563,145,80.56
49709204934154,S,Montgomery High,Santa Rosa High,Sonoma,420,147,540,563,535,98,66.67
49709204935292,S,Piner High,Santa Rosa High,Sonoma,226,71,480,490,476,30,42.25
49709204936803,S,Santa Rosa High,Santa Rosa High,Sonoma,462,142,554,550,549,100,70.42
49709530000000,D,,Sonoma Valley Unified,Sonoma,306,139,478,496,481,61,43.88
49709534937256,S,Sonoma Valley High,Sonoma Valley Unified,Sonoma,295,139,478,496,481,61,43.88
49709610000000,D,,Twin Hills Union Elementary,Sonoma,25,5,,,,,
49709614930319,S,Orchard View,Twin Hills Union Elementary,Sonoma,25,5,,,,,
49738820000000,D,,Cotati-Rohnert Park Unified,Sonoma,465,155,499,508,489,71,45.81
49738820123786,S,Credo High,Cotati-Rohnert Park Unified,Sonoma,30,0,NA,NA,NA,NA,NA
49738820127092,S,Academy of Arts and Sciences: Sonoma,Cotati-Rohnert Park Unified,Sonoma,7,2,,,,,
49738824930384,S,Technology High,Cotati-Rohnert Park Unified,Sonoma,55,35,574,587,567,30,85.71
49738824935482,S,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,351,118,478,484,467,40,33.90
49753580000000,D,,Windsor Unified,Sonoma,429,160,518,496,516,86,53.75
49753584930228,S,Windsor High,Windsor Unified,Sonoma,367,160,518,496,516,86,53.75
49753900000000,D,,Healdsburg Unified,Sonoma,158,55,518,526,508,31,56.36
49753904932554,S,Healdsburg High,Healdsburg Unified,Sonoma,147,55,518,526,508,31,56.36
50000000000000,C,,,Stanislaus,8331,2768,475,479,467,1009,36.45
50105040000000,D,,Stanislaus County Office of Education,Stanislaus,625,15,523,476,489,8,53.33
50105040129023,S,Stanislaus Alternative Charter,Stanislaus County Office of Education,Stanislaus,274,0,NA,NA,NA,NA,NA
50105045030234,S,Valley Charter High,Stanislaus County Office of Education,Stanislaus,60,15,523,476,489,8,53.33
50710430000000,D,,Ceres Unified,Stanislaus,934,368,450,450,446,98,26.63
50710430107136,S,Whitmore Charter High,Ceres Unified,Stanislaus,40,18,561,522,542,11,61.11
50710430108076,S,Central Valley High,Ceres Unified,Stanislaus,359,203,434,434,433,43,21.18
50710435030168,S,Endeavor Alternative,Ceres Unified,Stanislaus,71,0,NA,NA,NA,NA,NA
50710435030879,S,Ceres High,Ceres Unified,Stanislaus,358,147,458,464,450,44,29.93
50710680000000,D,,Denair Unified,Stanislaus,181,46,467,450,447,11,23.91
50710685030267,S,Denair Charter Academy,Denair Unified,Stanislaus,98,2,,,,,
50710685031521,S,Denair High,Denair Unified,Stanislaus,83,44,473,450,449,11,25.00
50710920000000,D,,Hart-Ransom Union Elementary,Stanislaus,5,2,,,,,
50710926112965,S,Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,5,2,,,,,
50711340000000,D,,Keyes Union,Stanislaus,29,6,,,,,
50711346113286,S,Keyes to Learning Charter,Keyes Union,Stanislaus,29,6,,,,,
50711750000000,D,,Modesto City High,Stanislaus,3585,1244,484,487,472,496,39.87
50711750110593,S,James C. Enochs High,Modesto City High,Stanislaus,546,245,499,514,487,118,48.16
50711750120212,S,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,10,10,,,,,
50711750121129,S,Joseph A. Gregori High,Modesto City High,Stanislaus,528,233,480,479,465,82,35.19
50711755030010,S,Fred C. Beyer High,Modesto City High,Stanislaus,527,152,509,509,489,75,49.34
50711755030135,S,Peter Johansen High,Modesto City High,Stanislaus,404,140,449,446,435,33,23.57
50711755031380,S,Grace M. Davis High,Modesto City High,Stanislaus,309,81,460,454,442,21,25.93
50711755031802,S,Thomas Downey High,Modesto City High,Stanislaus,392,136,494,499,483,62,45.59
50711755034905,S,Modesto High,Modesto City High,Stanislaus,539,247,481,484,479,101,40.89
50712170000000,D,,Patterson Joint Unified,Stanislaus,447,163,441,435,437,34,20.86
50712175030127,S,Del Puerto High,Patterson Joint Unified,Stanislaus,96,1,,,,,
50712175036256,S,Patterson High,Patterson Joint Unified,Stanislaus,350,162,440,435,437,34,20.99
50736010000000,D,,Newman-Crows Landing Unified,Stanislaus,203,76,428,452,444,22,28.95
50736015035902,S,Orestimba High,Newman-Crows Landing Unified,Stanislaus,182,76,428,452,444,22,28.95
50755490000000,D,,Hughson Unified,Stanislaus,181,87,471,476,456,26,29.89
50755495032651,S,Hughson High,Hughson Unified,Stanislaus,168,87,471,476,456,26,29.89
50755560000000,D,,Riverbank Unified,Stanislaus,183,66,433,458,434,16,24.24
50755565036850,S,Riverbank High,Riverbank Unified,Stanislaus,136,66,433,458,434,16,24.24
50755640000000,D,,Oakdale Joint Unified,Stanislaus,435,140,509,510,501,64,45.71
50755645030176,S,Oakdale Charter High,Oakdale Joint Unified,Stanislaus,16,2,,,,,
50755645030192,S,Valley Oak Junior and Senior High,Oakdale Joint Unified,Stanislaus,14,0,NA,NA,NA,NA,NA
50755645035654,S,Oakdale High,Oakdale Joint Unified,Stanislaus,353,138,509,511,502,64,46.38
50755720000000,D,,Waterford Unified,Stanislaus,366,91,493,491,479,39,42.86
50755725030259,S,Waterford High,Waterford Unified,Stanislaus,145,57,464,481,465,21,36.84
50755725030317,S,Connecting Waters Charter,Waterford Unified,Stanislaus,203,34,541,506,504,18,52.94
50757390000000,D,,Turlock Unified,Stanislaus,1157,464,484,494,479,192,41.38
50757390124669,S,eCademy Charter at Crane,Turlock Unified,Stanislaus,36,1,,,,,
50757390131185,S,Fusion Charter,Turlock Unified,Stanislaus,31,0,NA,NA,NA,NA,NA
50757395030283,S,John H. Pitman High,Turlock Unified,Stanislaus,467,234,483,495,480,100,42.74
50757395036884,S,Roselawn High,Turlock Unified,Stanislaus,134,1,,,,,
50757395037700,S,Turlock High,Turlock Unified,Stanislaus,484,228,486,493,479,91,39.91
51000000000000,C,,,Sutter,1640,466,482,492,470,175,37.55
51105120000000,D,,Sutter County Office of Education,Sutter,102,0,NA,NA,NA,NA,NA
51713730000000,D,,East Nicolaus Joint Union High,Sutter,79,34,507,505,487,17,50.00
51713735132758,S,East Nicolaus High,East Nicolaus Joint Union High,Sutter,79,34,507,505,487,17,50.00
51713990000000,D,,Live Oak Unified,Sutter,119,59,434,457,426,7,11.86
51713995135256,S,Live Oak High,Live Oak Unified,Sutter,100,59,434,457,426,7,11.86
51714070000000,D,,Marcum-Illinois Union Elementary,Sutter,150,13,523,488,465,6,46.15
51714070109793,S,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,150,13,523,488,465,6,46.15
51714150000000,D,,Meridian Elementary,Sutter,67,0,NA,NA,NA,NA,NA
51714150129007,S,California Virtual Academy @ Sutter,Meridian Elementary,Sutter,67,0,NA,NA,NA,NA,NA
51714490000000,D,,Sutter Union High,Sutter,176,78,492,499,471,32,41.03
51714495137500,S,Sutter High,Sutter Union High,Sutter,161,78,492,499,471,32,41.03
51714640000000,D,,Yuba City Unified,Sutter,947,282,485,496,476,113,40.07
51714640107722,S,River Valley High,Yuba City Unified,Sutter,383,145,488,502,479,64,44.14
51714645130018,S,Albert Powell Continuation,Yuba City Unified,Sutter,113,2,,,,,
51714645130075,S,Yuba City Unified Alternative,Yuba City Unified,Sutter,38,0,NA,NA,NA,NA,NA
51714645130125,S,Yuba City Charter,Yuba City Unified,Sutter,16,1,,,,,
51714645139001,S,Yuba City High,Yuba City Unified,Sutter,394,134,483,493,476,49,36.57
52000000000000,C,,,Tehama,718,158,485,496,467,65,41.14
52105200000000,D,,Tehama County Office of Education,Tehama,42,1,,,,,
52105206119671,S,Tehama eLearning Academy,Tehama County Office of Education,Tehama,34,1,,,,,
52715060000000,D,,Corning Union High,Tehama,258,53,478,469,452,17,32.08
52715065231709,S,Corning High,Corning Union High,Tehama,230,53,478,469,452,17,32.08
52715710000000,D,,Los Molinos Unified,Tehama,38,20,449,445,412,4,20.00
52715715235106,S,Los Molinos High,Los Molinos Unified,Tehama,37,20,449,445,412,4,20.00
52716390000000,D,,Red Bluff Joint Union High,Tehama,380,84,499,526,490,44,52.38
52716395237201,S,Red Bluff High,Red Bluff Joint Union High,Tehama,334,84,499,526,490,44,52.38
53000000000000,C,,,Trinity,114,35,500,491,469,18,51.43
53738330000000,D,,Southern Trinity Joint Unified,Trinity,5,2,,,,,
53738335337423,S,Southern Trinity High,Southern Trinity Joint Unified,Trinity,4,2,,,,,
53750280000000,D,,Mountain Valley Unified,Trinity,23,3,,,,,
53750285337407,S,Hayfork High,Mountain Valley Unified,Trinity,19,3,,,,,
53765130000000,D,,Trinity Alps Unified,Trinity,85,30,498,490,462,15,50.00
53765135337456,S,Trinity High,Trinity Alps Unified,Trinity,84,30,498,490,462,15,50.00
54000000000000,C,,,Tulare,7146,2318,453,458,449,653,28.17
54105460000000,D,,Tulare County Office of Education,Tulare,241,28,541,498,519,18,64.29
54105460119602,S,University Preparatory High,Tulare County Office of Education,Tulare,35,23,514,481,498,13,56.52
54105465430327,S,La Sierra High,Tulare County Office of Education,Tulare,40,0,NA,NA,NA,NA,NA
54105466119291,S,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,8,5,,,,,
54718030000000,D,,Alpaugh Unified,Tulare,48,9,,,,,
54718030112458,S,Central California Connections Academy,Alpaugh Unified,Tulare,33,3,,,,,
54718035430301,S,Alpaugh Junior-Senior High,Alpaugh Unified,Tulare,13,6,,,,,
54718370000000,D,,Burton Elementary,Tulare,47,11,405,391,396,2,18.18
54718370109009,S,Summit Charter Academy,Burton Elementary,Tulare,23,10,,,,,
54718370122705,S,Burton Pathways Charter Academy,Burton Elementary,Tulare,24,1,,,,,
54718600000000,D,,Cutler-Orosi Joint Unified,Tulare,276,97,412,419,414,11,11.34
54718605430095,S,Esperanza High,Cutler-Orosi Joint Unified,Tulare,20,0,NA,NA,NA,NA,NA
54718605433230,S,Orosi High,Cutler-Orosi Joint Unified,Tulare,208,97,412,419,414,11,11.34
54719930000000,D,,Lindsay Unified,Tulare,290,115,411,404,415,16,13.91
54719930124776,S,Loma Vista Charter,Lindsay Unified,Tulare,24,0,NA,NA,NA,NA,NA
54719935432414,S,Lindsay Senior High,Lindsay Unified,Tulare,226,115,411,404,415,16,13.91
54721400000000,D,,Stone Corral Elementary,Tulare,249,0,NA,NA,NA,NA,NA
54721400123273,S,Crescent Valley Public Charter,Stone Corral Elementary,Tulare,249,0,NA,NA,NA,NA,NA
54722490000000,D,,Tulare Joint Union High,Tulare,1226,439,449,457,444,109,24.83
54722490116368,S,Mission Oak High,Tulare Joint Union High,Tulare,383,162,437,452,435,41,25.31
54722490130708,S,Sierra Vista Charter High,Tulare Joint Union High,Tulare,54,0,NA,NA,NA,NA,NA
54722495435409,S,Tulare Union High,Tulare Joint Union High,Tulare,351,146,460,468,447,37,25.34
54722495435466,S,Tulare Western High,Tulare Joint Union High,Tulare,390,131,451,450,452,31,23.66
54722560000000,D,,Visalia Unified,Tulare,2075,701,484,479,476,272,38.80
54722560109751,S,Visalia Charter Independent Study,Visalia Unified,Tulare,234,11,437,422,442,2,18.18
54722560120659,S,Visalia Technical Early College,Visalia Unified,Tulare,46,0,NA,NA,NA,NA,NA
54722565430046,S,Golden West High,Visalia Unified,Tulare,353,125,478,469,468,39,31.20
54722565430368,S,El Diamante High,Visalia Unified,Tulare,421,208,480,465,475,76,36.54
54722565432828,S,Mt. Whitney High,Visalia Unified,Tulare,340,132,478,478,460,49,37.12
54722565434527,S,Redwood High,Visalia Unified,Tulare,493,225,497,500,493,106,47.11
54753250000000,D,,Farmersville Unified,Tulare,181,79,399,413,400,6,7.59
54753255430210,S,Farmersville High,Farmersville Unified,Tulare,144,79,399,413,400,6,7.59
54755230000000,D,,Porterville Unified,Tulare,1569,515,446,462,443,145,28.16
54755230114348,S,Butterfield Charter High,Porterville Unified,Tulare,140,0,NA,NA,NA,NA,NA
54755230116590,S,Harmony Magnet Academy,Porterville Unified,Tulare,106,80,472,483,464,27,33.75
54755235430251,S,Granite Hills High,Porterville Unified,Tulare,217,78,444,441,433,16,20.51
54755235430350,S,Prospect Education Center,Porterville Unified,Tulare,36,0,NA,NA,NA,NA,NA
54755235432786,S,Monache High,Porterville Unified,Tulare,466,163,458,487,447,56,34.36
54755235434113,S,Porterville High,Porterville Unified,Tulare,436,167,431,449,442,43,25.75
54755235434931,S,Strathmore High,Porterville Unified,Tulare,66,27,393,383,388,3,11.11
54755310000000,D,,Dinuba Unified,Tulare,530,182,422,434,412,28,15.38
54755310102186,S,Ronald Reagan Academy,Dinuba Unified,Tulare,84,0,NA,NA,NA,NA,NA
54755315431184,S,Dinuba High,Dinuba Unified,Tulare,424,182,422,434,412,28,15.38
54767940000000,D,,Woodlake Unified,Tulare,156,70,443,448,438,13,18.57
54767945436282,S,Woodlake High,Woodlake Unified,Tulare,136,70,443,448,438,13,18.57
54768360000000,D,,Exeter Unified,Tulare,258,72,478,486,485,30,41.67
54768365430087,S,Exeter Independent Study (Alternative),Exeter Unified,Tulare,18,0,NA,NA,NA,NA,NA
54768365431598,S,Exeter Union High,Exeter Unified,Tulare,209,72,478,486,485,30,41.67
55000000000000,C,,,Tuolumne,560,149,519,504,500,75,50.34
55723630000000,D,,Jamestown Elementary,Tuolumne,18,9,,,,,
55723630100099,S,California Virtual Academy @ Jamestown,Jamestown Elementary,Tuolumne,18,9,,,,,
55723890000000,D,,Sonora Union High,Tuolumne,307,74,530,522,512,43,58.11
55723895530043,S,Theodore Bird High,Sonora Union High,Tuolumne,39,1,,,,,
55723895536503,S,Sonora High,Sonora Union High,Tuolumne,241,73,530,524,514,43,58.90
55724130000000,D,,Summerville Union High,Tuolumne,191,58,504,489,491,25,43.10
55724130112276,S,Gold Rush Charter,Summerville Union High,Tuolumne,42,0,NA,NA,NA,NA,NA
55724135530191,S,Connections Visual and Performing Arts Academy,Summerville Union High,Tuolumne,36,0,NA,NA,NA,NA,NA
55724135536750,S,Summerville High,Summerville Union High,Tuolumne,106,58,504,489,491,25,43.10
55751840000000,D,,Big Oak Flat-Groveland Unified,Tuolumne,34,8,,,,,
55751845530076,S,Tioga High,Big Oak Flat-Groveland Unified,Tuolumne,20,5,,,,,
55751845530084,S,Don Pedro High,Big Oak Flat-Groveland Unified,Tuolumne,14,3,,,,,
56000000000000,C,,,Ventura,11515,4173,520,531,514,2393,57.34
56105610000000,D,,Ventura County Office of Education,Ventura,680,4,,,,,
56105610109900,S,Vista Real Charter High,Ventura County Office of Education,Ventura,587,3,,,,,
56105610122713,S,River Oaks Academy,Ventura County Office of Education,Ventura,7,1,,,,,
56724540000000,D,,Fillmore Unified,Ventura,277,84,471,493,451,28,33.33
56724545632021,S,Fillmore Senior High,Fillmore Unified,Ventura,216,84,471,493,451,28,33.33
56724700000000,D,,Mesa Union Elementary,Ventura,22,6,,,,,
56724705630363,S,Golden Valley Charter,Mesa Union Elementary,Ventura,22,6,,,,,
56725040000000,D,,Mupu Elementary,Ventura,72,6,,,,,
56725040127043,S,Academy of Arts and Sciences: Thousand Oaks & Simi,Mupu Elementary,Ventura,41,5,,,,,
56725040127076,S,Academy of Arts and Sciences: Oxnard & Ventura,Mupu Elementary,Ventura,31,1,,,,,
56725200000000,D,,Ojai Unified,Ventura,209,93,521,529,505,52,55.91
56725205634076,S,Nordhoff High,Ojai Unified,Ventura,172,93,521,529,505,52,55.91
56725460000000,D,,Oxnard Union High,Ventura,4124,1191,476,490,471,481,40.39
